,fname,label,manually_verified,0,1,2,3,4,5,6,7,8,9,10
0,00044347.wav,Hi-hat,0,0.14453577,0.1484052,0.16317265,0.12885974,0.10529192,0.0890239,0.06914926,0.040734034,0.020445501,0.010680169,0.007648944
1,001ca53d.wav,Saxophone,1,0.93708783,0.5187972,0.07277118,0.012997301,0.004291561,0.0019015231,0.000985982,0.00053896295,0.00030872718,0.00016256973,0.000102167156
2,002d256b.wav,Trumpet,0,0.018189142,0.011098781,0.0025906928,0.0014190816,0.0011721619,0.00090296025,0.0007502203,0.0006240521,0.0003538104,0.00019761393,0.00016111236
3,0033e230.wav,Glockenspiel,1,0.055586882,0.040096488,0.026487477,0.025489064,0.011908515,0.006632199,0.00062268676,0.000240493,0.00015869523,0.000115975214,0.00010110674
4,00353774.wav,Cello,1,0.8442518,0.5157388,0.0907549,0.018967789,0.008085551,0.003489268,0.0025890004,0.0018476675,0.0012347861,0.0012897154,0.0010061773
5,003b91e8.wav,Cello,0,0.5239092,0.26807076,0.012237279,0.0027449972,0.0012936797,0.0008144631,0.0005418689,0.00038698813,0.00031375673,0.00019985449,0.00011299412
6,003da8e5.wav,Knock,1,0.2498349,0.12991606,0.014284703,0.0063041914,0.0041965083,0.0028053357,0.0019811208,0.0015310842,0.0011975183,0.0007359266,0.00038705624
7,0048fd00.wav,Gunshot_or_gunfire,1,1.9187635,1.1822798,0.42815825,0.22448465,0.116500534,0.05512598,0.023086108,0.009001653,0.003119389,0.0022292992,0.0021060677
8,004ad66f.wav,Clarinet,0,0.7352958,0.45111,0.102873534,0.014638014,0.0044371914,0.0019554577,0.0010750557,0.0005750636,0.00031330687,0.00016837342,0.000109015156
9,0063ab88.wav,Computer_keyboard,0,0.026607169,0.021954432,0.027848294,0.035683412,0.031085247,0.02053792,0.01572826,0.0078023486,0.0013320534,0.00020388572,0.0001352165
10,006f2f32.wav,Hi-hat,1,0.054568827,0.081557326,0.101602145,0.10054992,0.09392282,0.09334903,0.0845733,0.07323724,0.070397556,0.06175657,0.037225105
11,0075d39c.wav,Keys_jangling,0,0.017763216,0.021334672,0.023724891,0.01714255,0.011542464,0.007830184,0.002928394,0.00084821484,0.000913176,0.00050245813,0.00016285606
12,00780200.wav,Snare_drum,0,1.2222232,0.7934245,0.3824644,0.23637204,0.16800666,0.09423254,0.052483574,0.0349542,0.03031353,0.02699083,0.026094075
13,0079d310.wav,Writing,0,0.02593105,0.023067523,0.020534664,0.012490046,0.0073400484,0.0032011578,0.0017281489,0.0015695089,0.0014370194,0.00087281805,0.0005011578
14,0091fc7f.wav,Cello,1,0.34990758,0.18752748,0.020861117,0.0038778181,0.0022810705,0.0014125326,0.00065780804,0.00029954442,0.00016075508,0.00011396727,9.7257405e-05
15,0097160c.wav,Laughter,1,1.1015897,0.6951125,0.31933415,0.082001776,0.05038281,0.03509289,0.015691023,0.008785698,0.0065932455,0.0033024629,0.0018450384
16,00ad7068.wav,Laughter,0,0.16552444,0.15962245,0.08814927,0.031286247,0.010432923,0.004692677,0.002358475,0.0013279729,0.0008870182,0.00051190617,0.00032653203
17,00c5808a.wav,Tearing,0,0.31753018,0.21829323,0.13398762,0.112676375,0.13215522,0.11021655,0.07419576,0.07629508,0.05600898,0.030747298,0.01946616
18,00c82919.wav,Fart,0,1.4815485,0.82756484,0.326369,0.15797576,0.057461627,0.009139169,0.005989834,0.010468999,0.009581919,0.005815392,0.0021064887
19,00c934d7.wav,Laughter,1,0.3170922,0.18627393,0.024249645,0.007550265,0.0040000253,0.0020423122,0.0015337843,0.00091344415,0.0005702501,0.00044703085,0.0003043947
20,00c9e799.wav,Oboe,0,0.7858663,0.58468515,0.12888463,0.017718315,0.005890375,0.0027397072,0.0014621515,0.00083102856,0.00048160995,0.00025669092,0.00013936739
21,00cb787c.wav,Flute,1,0.5817774,0.33955008,0.05287939,0.0075341444,0.0029120916,0.0017875308,0.000950116,0.00045965472,0.00025107345,0.00014235315,9.930658e-05
22,00ce569f.wav,Hi-hat,0,0.038098995,0.030899577,0.029699752,0.03157694,0.026257353,0.020013317,0.014084044,0.011361035,0.0076035657,0.004533197,0.0030100304
23,00d1fe46.wav,Cough,0,0.53168565,0.40575325,0.13784534,0.032714486,0.022152843,0.0074472683,0.0016474146,0.00063340756,0.00034972234,0.00020106546,0.0001208199
24,00d3bba3.wav,Telephone,1,0.011481028,0.018084066,0.01598874,0.008224812,0.0048064822,0.0011179575,0.0002827326,0.00011883343,9.900353e-05,9.187639e-05,9.014696e-05
25,00d40fa2.wav,Snare_drum,0,1.259042,0.680359,0.11140165,0.05592745,0.041963182,0.02831395,0.01652124,0.010217785,0.0068079815,0.0040679304,0.0024093124
26,00d9fa61.wav,Flute,0,0.34707507,0.470201,0.22727354,0.009553356,0.014031852,0.02098869,0.015886253,0.0070179813,0.004371072,0.0044497293,0.0024223747
27,00e2b4cd.wav,Bark,1,0.04301254,0.026209839,0.0038059733,0.00072829373,0.00030249168,0.00017649043,0.00013106699,0.00014239633,0.00020355445,0.00023807478,0.00021859544
28,00f88dc5.wav,Glockenspiel,1,0.023959607,0.029589957,0.023923619,0.027610287,0.033393357,0.031671967,0.008916663,0.0012320887,0.00077568775,0.0004303413,0.00015171623
29,00fbb28b.wav,Chime,0,0.01180234,0.01539386,0.026585054,0.21180193,0.44695976,0.26446554,0.054042056,0.018544858,0.020964274,0.058241367,0.064331055
30,00fcbab2.wav,Bass_drum,0,1.5807683,0.85213065,0.17627922,0.09858227,0.06803971,0.051066153,0.036849335,0.022119114,0.007507379,0.0015616727,0.0014729799
31,010aa387.wav,Fart,0,1.0503895,0.67032164,0.20488682,0.05300501,0.014263177,0.0076478957,0.003843149,0.0037405703,0.0023081466,0.00081082364,0.00056608353
32,011a2185.wav,Cello,1,0.59447205,0.30844414,0.019161187,0.0036912065,0.0015858285,0.00093214994,0.0005660047,0.00031965377,0.00019028131,0.00012585067,9.98693e-05
33,0120d246.wav,Bus,0,0.16953513,0.091799535,0.018629724,0.008366407,0.0043566716,0.0033767032,0.0020080023,0.0012216156,0.0007214354,0.00037166456,0.00022495673
34,01235a12.wav,Squeak,0,1.389009,1.0054326,0.537236,0.11855551,0.02744044,0.017518118,0.0189369,0.011746799,0.0034914366,0.0024091403,0.0016507513
35,01257aad.wav,Scissors,1,0.012463635,0.014553327,0.014726386,0.0140934875,0.014742615,0.013906968,0.011093757,0.008808468,0.0067594373,0.004505389,0.0025977604
36,01302128.wav,Harmonica,0,0.7331326,0.5707109,0.25833628,0.1279076,0.06883587,0.03328139,0.0045219334,0.0010661881,0.0005178081,0.00028594548,0.00020185896
37,013264d3.wav,Squeak,0,0.79164696,0.40410882,0.042055078,0.022941023,0.013805708,0.011356249,0.011786719,0.0077259056,0.0063733244,0.0034313465,0.0018818603
38,013c3135.wav,Clarinet,0,0.44981912,0.26341203,0.037839193,0.0056064487,0.001993142,0.0009715487,0.0005633016,0.00031751877,0.00018602776,0.0001191187,9.434962e-05
39,01506d76.wav,Scissors,0,0.13650517,0.08669715,0.056611754,0.044364564,0.04862955,0.060959004,0.06708784,0.042259358,0.009391024,0.0010352884,0.0005288174
40,015cf474.wav,Clarinet,0,0.6225613,0.6575926,0.29848802,0.04766989,0.009546718,0.004144022,0.002806472,0.0015754476,0.0008679166,0.00039852152,0.00021548936
41,0160d55e.wav,Gong,1,2.5834723,1.3840976,0.42784858,0.23996682,0.10380721,0.048752718,0.013486753,0.008233851,0.0039826035,0.002470047,0.0023385517
42,01638f61.wav,Writing,0,0.036833532,0.025317466,0.008080024,0.0056205997,0.0046103057,0.003795632,0.0032999308,0.0017990324,0.00073484355,0.00034677188,0.00023028388
43,0172a2a5.wav,Microwave_oven,1,0.30851874,0.23277767,0.16966797,0.21472132,0.17872947,0.13647187,0.20290455,0.0810999,0.015552009,0.01568597,0.007110877
44,017ea24e.wav,Burping_or_eructation,0,0.30414107,0.19620322,0.07786638,0.046810992,0.019668618,0.0087815,0.007007014,0.0061365208,0.005046999,0.003424612,0.001963156
45,01811e48.wav,Harmonica,0,0.21059418,0.11424694,0.01834613,0.00587794,0.0039613997,0.0033446709,0.0022391835,0.0011149831,0.00069660926,0.00042346894,0.0003007217
46,0184c390.wav,Cello,0,0.77779543,0.44927633,0.0654183,0.009641155,0.0038617703,0.0021194452,0.0010483166,0.00056673883,0.0003783042,0.00027746137,0.0002406751
47,018863f5.wav,Double_bass,0,0.7148489,0.3651212,0.01739277,0.0039756224,0.0016479654,0.0009813762,0.0007305711,0.00041784064,0.00022604078,0.00012486595,9.686224e-05
48,018a10bb.wav,Double_bass,0,0.121446,0.07579487,0.030467248,0.014786325,0.005405879,0.0042777923,0.00288472,0.002017049,0.0016410043,0.0011336575,0.0004925319
49,018b1df6.wav,Shatter,1,0.03006592,0.055516604,0.09201051,0.08209832,0.054357816,0.02777567,0.00837469,0.0031917,0.0013703267,0.0005677756,0.0005747409
50,018d1dc4.wav,Hi-hat,0,0.15808995,0.156338,0.21083012,0.28022048,0.30802727,0.29310122,0.21386781,0.0954944,0.05152422,0.025688468,0.011680416
51,0193042e.wav,Fireworks,0,0.5947231,0.46192187,0.32089424,0.124341905,0.05363189,0.02672886,0.013754658,0.00784408,0.0031436633,0.00090047496,0.0008260141
52,01974c7c.wav,Hi-hat,0,0.1419959,0.22440733,0.35863513,0.47232655,0.5244113,0.52253294,0.51933414,0.4847551,0.407342,0.28516376,0.16724354
53,019aae9d.wav,Fireworks,0,1.3343067,0.8098245,0.18987897,0.07560735,0.043191098,0.027670434,0.018927712,0.0127412565,0.0052983384,0.0019092172,0.0017883298
54,019d2a2c.wav,Bark,1,1.5945995,1.0827199,0.24886936,0.05531501,0.04250291,0.022091292,0.008599518,0.0036992987,0.0021835377,0.0015663884,0.0012665001
55,01a36643.wav,Tambourine,0,0.030177908,0.034768216,0.09131489,0.10834907,0.18142325,0.15908022,0.082896404,0.048086796,0.01260503,0.0046156966,0.001580692
56,01a39e95.wav,Shatter,0,0.10770395,0.08270989,0.04314645,0.031157715,0.030078039,0.02745873,0.012236985,0.0096807135,0.0059229746,0.0022684466,0.0014075942
57,01a59a61.wav,Gong,0,1.2026855,0.6047469,0.011156322,0.0027508684,0.0010926861,0.0005421314,0.00030841463,0.00019460844,0.00013550313,0.00010537765,9.534518e-05
58,01a59c11.wav,Harmonica,1,0.1562591,0.11492113,0.047440507,0.019906797,0.014783378,0.008995847,0.005767638,0.0029799603,0.0012394884,0.0008305421,0.00057373353
59,01a5dc85.wav,Double_bass,0,0.26037574,0.1372387,0.011032485,0.002247869,0.0010382885,0.00072197826,0.00047070198,0.0002665073,0.00016834632,0.00011240415,0.00010074314
60,01b9f44a.wav,Telephone,1,0.55842483,0.40294006,0.15805627,0.02620191,0.006932949,0.0036044728,0.0010570158,0.00048853166,0.0002784514,0.00016134328,0.000114574956
61,01c2f88b.wav,Bass_drum,1,1.3242953,0.66341513,0.0192002,0.007099431,0.0015133829,0.00037634553,0.00020220506,0.00013477869,0.0001043396,9.1880596e-05,8.833696e-05
62,01d2475c.wav,Writing,0,0.08522945,0.07087634,0.027964994,0.009040959,0.008469356,0.0076960223,0.0054935184,0.0038771853,0.0024967466,0.0011649863,0.0006869802
63,01d4dafd.wav,Harmonica,1,0.49709633,0.59994936,0.36058247,0.118234,0.08218428,0.11119646,0.0908813,0.035942163,0.018703576,0.010049439,0.0057721906
64,01df7ada.wav,Shatter,0,0.70866233,0.648378,0.46473473,0.32705712,0.2303255,0.1581383,0.11560639,0.12325176,0.10213981,0.071509115,0.06639939
65,01e723f5.wav,Harmonica,1,0.3925512,0.33314776,0.09863158,0.015540028,0.010828289,0.006965973,0.0021180187,0.00066104817,0.0002831713,0.00016057205,0.00011785186
66,01ec7a01.wav,Tearing,0,0.027319495,0.014723002,0.010266169,0.015358675,0.01424483,0.010371758,0.008376683,0.007648105,0.0065129492,0.0045146365,0.0029527266
67,01ee18fd.wav,Microwave_oven,1,0.6716341,0.3922016,0.1412733,0.09826368,0.06264736,0.032239858,0.023978624,0.019120421,0.012626467,0.005517787,0.0023653905
68,01f2e70b.wav,Gunshot_or_gunfire,1,0.3020084,0.23867832,0.10765528,0.038513,0.01909325,0.009531149,0.006062312,0.004192382,0.0032973548,0.0025461963,0.0023953395
69,01fc4661.wav,Oboe,1,0.490863,0.37647778,0.11388954,0.014560946,0.0043655247,0.0018651569,0.001421294,0.0010842406,0.00055515947,0.00022757125,0.00013676877
70,020eb9f6.wav,Bark,1,1.3838235,0.8857577,0.19119863,0.02952936,0.017578283,0.009535411,0.008871745,0.011968095,0.010542753,0.0041092257,0.0022711647
71,021f8009.wav,Fart,0,0.97288954,0.6317448,0.16008742,0.021018663,0.0057234014,0.0025362168,0.0013479268,0.0007662006,0.00043319588,0.00022278598,0.00012376573
72,022092bc.wav,Keys_jangling,0,0.035851125,0.061283886,0.116448395,0.21000847,0.3087908,0.32230753,0.1333187,0.0107688485,0.0024746268,0.0011070226,0.0008223862
73,02267a1a.wav,Squeak,0,0.22479959,0.13240857,0.032079298,0.01181424,0.007059998,0.0041055935,0.0023572203,0.0015671784,0.0010837663,0.00082376366,0.00068048295
74,02274ee8.wav,Burping_or_eructation,0,0.87737215,0.48412022,0.07017202,0.03458451,0.019182764,0.009310994,0.0070743887,0.0036817177,0.001894918,0.0011029366,0.00078251574
75,022a3507.wav,Bus,1,0.38538656,0.26383165,0.09256911,0.044396132,0.031161487,0.0202476,0.014934607,0.009699814,0.006418804,0.0033976708,0.0016223555
